sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
422,0.054 072 500,"SystemTask","Task Run","Runs for 129.000 us",432580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2297,5,04 D0 0C FE 03 
423,0.054 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",433097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2302,5,23 01 01 85 04 
424,0.054 201 500,"SystemTask","Task Block","Delayed",433612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2307,6,07 D0 0C 04 83 04 
425,0.054 319 750,"Idle","System Idle","Idle for 689.000 us",434558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2313,3,11 B2 07 
426,0.054 882 125,"SysTick","ISR Enter","Runs for 126.625 us",439057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2316,4,02 0F 93 23 
427,0.054 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",439570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2320,5,06 D0 0C 81 04 
428,0.055 008 750,"SysTick","ISR Exit","Returns to Scheduler",440070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2325,3,12 F4 03 
429,0.055 072 500,"SystemTask","Task Run","Runs for 129.000 us",440580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2328,5,04 D0 0C FE 03 
430,0.055 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",441097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2333,5,23 01 01 85 04 
431,0.055 201 500,"SystemTask","Task Block","Delayed",441612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2338,6,07 D0 0C 04 83 04 
432,0.055 319 750,"Idle","System Idle","Idle for 689.000 us",442558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2344,3,11 B2 07 
433,0.055 882 125,"SysTick","ISR Enter","Runs for 126.625 us",447057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2347,4,02 0F 93 23 
434,0.055 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",447570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2351,5,06 D0 0C 81 04 
435,0.056 008 750,"SysTick","ISR Exit","Returns to Scheduler",448070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2356,3,12 F4 03 
436,0.056 072 500,"SystemTask","Task Run","Runs for 129.000 us",448580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2359,5,04 D0 0C FE 03 
437,0.056 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",449097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2364,5,23 01 01 85 04 
438,0.056 201 500,"SystemTask","Task Block","Delayed",449612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2369,6,07 D0 0C 04 83 04 
439,0.056 322 875,"Idle","System Idle","Idle for 827.500 us",450583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2375,3,11 CB 07 
440,0.056 882 125,"SysTick","ISR Enter","Runs for 268.250 us",455057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2378,4,02 0F FA 22 
441,0.056 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",455570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2382,5,06 98 0A 81 04 
442,0.057 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",456148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2387,5,06 B4 0B C2 04 
443,0.057 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",456720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2392,5,06 D0 0C BC 04 
444,0.057 150 375,"SysTick","ISR Exit","Returns to Scheduler",457203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2397,3,12 E3 03 
445,0.057 214 125,"SystemTask","Task Run","Runs for 129.000 us",457713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2400,5,04 D0 0C FE 03 
446,0.057 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",458230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2405,5,23 01 01 85 04 
447,0.057 343 125,"SystemTask","Task Block","Delayed",458745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2410,6,07 D0 0C 04 83 04 
448,0.057 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",459667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,2416,5,04 98 0A 9A 07 
449,0.057 648 625,"Tarefa_T1","Task Block","Reason=27",461189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,2421,6,07 98 0A 1B F2 0B 
450,0.057 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",462219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2427,5,04 B4 0B 86 08 
451,0.057 882 125,"SysTick","ISR Enter","Runs for 124.500 us",463057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,2432,4,02 0F C6 06 
452,0.057 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",463570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2436,5,06 D0 0C 81 04 
453,0.058 006 625,"SysTick","ISR Exit","Returns to Scheduler",464053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2441,3,12 E3 03 
454,0.058 070 375,"SystemTask","Task Run","Runs for 129.000 us",464563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2444,5,04 D0 0C FE 03 
455,0.058 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",465080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2449,5,23 01 01 85 04 
456,0.058 199 375,"SystemTask","Task Block","Delayed",465595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2454,6,07 D0 0C 04 83 04 
457,0.058 318 625,"Tarefa_T2","Task Run","Runs for 474.875 us",466549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2460,5,04 B4 0B BA 07 
458,0.058 615 750,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",468926,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,2465,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 C9 12 
459,0.058 709 250,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",469674,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,2482,5,06 98 0A EC 05 
460,0.058 793 500,"Tarefa_T1","Task Run","Runs for 296.250 us",470348,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,2487,5,04 98 0A A2 05 
461,0.058 901 375,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",471211,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,2492,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
462,0.058 965 250,"SysTick","ISR Enter","Runs for 124.500 us",471722,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,2509,4,02 0F FF 03 
463,0.059 029 375,"SysTick","Task Ready","SystemTask, runs after 124.125 us",472235,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2513,5,06 D0 0C 81 04 
464,0.059 089 750,"SysTick","ISR Exit","Returns to Scheduler",472718,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2518,3,12 E3 03 
465,0.059 153 500,"SystemTask","Task Run","Runs for 129.000 us",473228,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2521,5,04 D0 0C FE 03 
466,0.059 218 125,"SystemTask","vTaskDelay","xTicksToDelay=1",473745,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2526,5,23 01 01 85 04 
467,0.059 282 500,"SystemTask","Task Block","Delayed",474260,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2531,6,07 D0 0C 04 83 04 
468,0.059 398 625,"Tarefa_T1","Task Run","Runs for 262.125 us",475189,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,2537,5,04 98 0A A1 07 
469,0.059 596 875,"Tarefa_T1","vTaskDelayUntil","",476775,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,2542,4,24 00 B2 0C 
470,0.059 660 750,"Tarefa_T1","Task Block","Delayed",477286,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,2546,6,07 98 0A 04 FF 03 
471,0.059 765 750,"Tarefa_T2","Task Run","Runs for 222.125 us",478126,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2552,5,04 B4 0B C8 06 
472,0.059 829 375,"Tarefa_T2","vTaskDelayUntil","",478635,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,2557,4,24 00 FD 03 
473,0.059 882 125,"SysTick","ISR Enter","Runs for 46.125 us",479057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,2561,4,02 0F A6 03 
474,0.059 928 250,"SysTick","ISR Exit","Returns to Tarefa_T2",479426,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,2565,3,03 F1 02 
475,0.059 987 875,"Tarefa_T2","Task Block","Delayed",479903,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,2568,6,07 B4 0B 04 DD 03 
476,0.060 082 875,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",480663,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,2574,5,06 D0 0C F8 05 
477,0.060 176 875,"SystemTask","Task Run","Runs for 129.000 us",481415,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2579,5,04 D0 0C F0 05 
478,0.060 241 500,"SystemTask","vTaskDelay","xTicksToDelay=1",481932,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2584,5,23 01 01 85 04 
479,0.060 305 875,"SystemTask","Task Block","Delayed",482447,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2589,6,07 D0 0C 04 83 04 
480,0.060 424 125,"Idle","System Idle","Idle for 584.625 us",483393,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2595,3,11 B2 07 
481,0.060 882 125,"SysTick","ISR Enter","Runs for 126.625 us",487057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2598,4,02 0F D0 1C 
482,0.060 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",487570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2602,5,06 D0 0C 81 04 
483,0.061 008 750,"SysTick","ISR Exit","Returns to Scheduler",488070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2607,3,12 F4 03 
484,0.061 072 500,"SystemTask","Task Run","Runs for 129.000 us",488580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2610,5,04 D0 0C FE 03 
485,0.061 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",489097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2615,5,23 01 01 85 04 
486,0.061 201 500,"SystemTask","Task Block","Delayed",489612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2620,6,07 D0 0C 04 83 04 
487,0.061 319 750,"Idle","System Idle","Idle for 689.000 us",490558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2626,3,11 B2 07 
488,0.061 882 125,"SysTick","ISR Enter","Runs for 126.625 us",495057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2629,4,02 0F 93 23 
489,0.061 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",495570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2633,5,06 D0 0C 81 04 
490,0.062 008 750,"SysTick","ISR Exit","Returns to Scheduler",496070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2638,3,12 F4 03 
491,0.062 072 500,"SystemTask","Task Run","Runs for 129.000 us",496580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2641,5,04 D0 0C FE 03 
492,0.062 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",497097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2646,5,23 01 01 85 04 
493,0.062 201 500,"SystemTask","Task Block","Delayed",497612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2651,6,07 D0 0C 04 83 04 
494,0.062 319 750,"Idle","System Idle","Idle for 689.000 us",498558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2657,3,11 B2 07 
495,0.062 882 125,"SysTick","ISR Enter","Runs for 126.625 us",503057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2660,4,02 0F 93 23 
496,0.062 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",503570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2664,5,06 D0 0C 81 04 
497,0.063 008 750,"SysTick","ISR Exit","Returns to Scheduler",504070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2669,3,12 F4 03 
498,0.063 072 500,"SystemTask","Task Run","Runs for 129.000 us",504580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2672,5,04 D0 0C FE 03 
499,0.063 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",505097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2677,5,23 01 01 85 04 
500,0.063 201 500,"SystemTask","Task Block","Delayed",505612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2682,6,07 D0 0C 04 83 04 
501,0.063 319 750,"Idle","System Idle","Idle for 689.000 us",506558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2688,3,11 B2 07 
502,0.063 882 125,"SysTick","ISR Enter","Runs for 126.625 us",511057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2691,4,02 0F 93 23 
503,0.063 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",511570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2695,5,06 D0 0C 81 04 
504,0.064 008 750,"SysTick","ISR Exit","Returns to Scheduler",512070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2700,3,12 F4 03 
505,0.064 072 500,"SystemTask","Task Run","Runs for 129.000 us",512580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2703,5,04 D0 0C FE 03 
506,0.064 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",513097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2708,5,23 01 01 85 04 
507,0.064 201 500,"SystemTask","Task Block","Delayed",513612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2713,6,07 D0 0C 04 83 04 
508,0.064 319 750,"Idle","System Idle","Idle for 689.000 us",514558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2719,3,11 B2 07 
509,0.064 882 125,"SysTick","ISR Enter","Runs for 126.625 us",519057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2722,4,02 0F 93 23 
510,0.064 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",519570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2726,5,06 D0 0C 81 04 
511,0.065 008 750,"SysTick","ISR Exit","Returns to Scheduler",520070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2731,3,12 F4 03 
512,0.065 072 500,"SystemTask","Task Run","Runs for 129.000 us",520580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2734,5,04 D0 0C FE 03 
513,0.065 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",521097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2739,5,23 01 01 85 04 
514,0.065 201 500,"SystemTask","Task Block","Delayed",521612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2744,6,07 D0 0C 04 83 04 
515,0.065 319 750,"Idle","System Idle","Idle for 689.000 us",522558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2750,3,11 B2 07 
516,0.065 882 125,"SysTick","ISR Enter","Runs for 126.625 us",527057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2753,4,02 0F 93 23 
517,0.065 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",527570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2757,5,06 D0 0C 81 04 
518,0.066 008 750,"SysTick","ISR Exit","Returns to Scheduler",528070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2762,3,12 F4 03 
519,0.066 072 500,"SystemTask","Task Run","Runs for 129.000 us",528580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2765,5,04 D0 0C FE 03 
520,0.066 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",529097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2770,5,23 01 01 85 04 
521,0.066 201 500,"SystemTask","Task Block","Delayed",529612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2775,6,07 D0 0C 04 83 04 
522,0.066 322 875,"Idle","System Idle","Idle for 827.500 us",530583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2781,3,11 CB 07 
523,0.066 882 125,"SysTick","ISR Enter","Runs for 268.250 us",535057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2784,4,02 0F FA 22 
524,0.066 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",535570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2788,5,06 98 0A 81 04 
525,0.067 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",536148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2793,5,06 B4 0B C2 04 
526,0.067 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",536720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2798,5,06 D0 0C BC 04 
527,0.067 150 375,"SysTick","ISR Exit","Returns to Scheduler",537203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2803,3,12 E3 03 
528,0.067 214 125,"SystemTask","Task Run","Runs for 129.000 us",537713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2806,5,04 D0 0C FE 03 
529,0.067 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",538230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2811,5,23 01 01 85 04 
530,0.067 343 125,"SystemTask","Task Block","Delayed",538745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2816,6,07 D0 0C 04 83 04 
531,0.067 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",539667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,2822,5,04 98 0A 9A 07 
532,0.067 648 625,"Tarefa_T1","Task Block","Reason=27",541189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,2827,6,07 98 0A 1B F2 0B 
533,0.067 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",542219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2833,5,04 B4 0B 86 08 
534,0.067 882 125,"SysTick","ISR Enter","Runs for 124.500 us",543057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,2838,4,02 0F C6 06 
535,0.067 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",543570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2842,5,06 D0 0C 81 04 
536,0.068 006 625,"SysTick","ISR Exit","Returns to Scheduler",544053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2847,3,12 E3 03 
537,0.068 070 375,"SystemTask","Task Run","Runs for 129.000 us",544563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2850,5,04 D0 0C FE 03 
538,0.068 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",545080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2855,5,23 01 01 85 04 
539,0.068 199 375,"SystemTask","Task Block","Delayed",545595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2860,6,07 D0 0C 04 83 04 
540,0.068 318 625,"Tarefa_T2","Task Run","Runs for 491.625 us",546549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2866,5,04 B4 0B BA 07 
541,0.068 632 500,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",549060,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,2871,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 CF 13 
542,0.068 726 000,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",549808,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,2888,5,06 98 0A EC 05 
543,0.068 810 250,"Tarefa_T1","Task Run","Runs for 296.250 us",550482,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,2893,5,04 98 0A A2 05 
544,0.068 918 125,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",551345,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,2898,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
545,0.068 982 000,"SysTick","ISR Enter","Runs for 124.500 us",551856,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,2915,4,02 0F FF 03 
546,0.069 046 125,"SysTick","Task Ready","SystemTask, runs after 124.125 us",552369,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2919,5,06 D0 0C 81 04 
547,0.069 106 500,"SysTick","ISR Exit","Returns to Scheduler",552852,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2924,3,12 E3 03 
548,0.069 170 250,"SystemTask","Task Run","Runs for 129.000 us",553362,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2927,5,04 D0 0C FE 03 
549,0.069 234 875,"SystemTask","vTaskDelay","xTicksToDelay=1",553879,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2932,5,23 01 01 85 04 
550,0.069 299 250,"SystemTask","Task Block","Delayed",554394,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2937,6,07 D0 0C 04 83 04 
551,0.069 415 375,"Tarefa_T1","Task Run","Runs for 261.125 us",555323,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,2943,5,04 98 0A A1 07 
552,0.069 612 625,"Tarefa_T1","vTaskDelayUntil","",556901,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,2948,4,24 00 AA 0C 
553,0.069 676 500,"Tarefa_T1","Task Block","Delayed",557412,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,2952,6,07 98 0A 04 FF 03 
554,0.069 781 500,"Tarefa_T2","Task Run","Runs for 222.000 us",558252,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,2958,5,04 B4 0B C8 06 
555,0.069 845 125,"Tarefa_T2","vTaskDelayUntil","",558761,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,2963,4,24 00 FD 03 
556,0.069 890 500,"SysTick","ISR Enter","Runs for 46.125 us",559124,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,2967,4,02 0F EB 02 
557,0.069 936 625,"SysTick","ISR Exit","Returns to Tarefa_T2",559493,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,2971,3,03 F1 02 
558,0.070 003 500,"Tarefa_T2","Task Block","Delayed",560028,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,2974,6,07 B4 0B 04 97 04 
559,0.070 098 500,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",560788,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,2980,5,06 D0 0C F8 05 
560,0.070 192 500,"SystemTask","Task Run","Runs for 129.000 us",561540,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,2985,5,04 D0 0C F0 05 
561,0.070 257 125,"SystemTask","vTaskDelay","xTicksToDelay=1",562057,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,2990,5,23 01 01 85 04 
562,0.070 321 500,"SystemTask","Task Block","Delayed",562572,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,2995,6,07 D0 0C 04 83 04 
563,0.070 439 750,"Idle","System Idle","Idle for 569.000 us",563518,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3001,3,11 B2 07 
564,0.070 882 125,"SysTick","ISR Enter","Runs for 126.625 us",567057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3004,4,02 0F D3 1B 
565,0.070 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",567570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3008,5,06 D0 0C 81 04 
566,0.071 008 750,"SysTick","ISR Exit","Returns to Scheduler",568070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3013,3,12 F4 03 
567,0.071 072 500,"SystemTask","Task Run","Runs for 129.000 us",568580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3016,5,04 D0 0C FE 03 
568,0.071 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",569097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3021,5,23 01 01 85 04 
569,0.071 201 500,"SystemTask","Task Block","Delayed",569612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3026,6,07 D0 0C 04 83 04 
570,0.071 319 750,"Idle","System Idle","Idle for 689.000 us",570558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3032,3,11 B2 07 
571,0.071 882 125,"SysTick","ISR Enter","Runs for 126.625 us",575057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3035,4,02 0F 93 23 
572,0.071 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",575570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3039,5,06 D0 0C 81 04 
573,0.072 008 750,"SysTick","ISR Exit","Returns to Scheduler",576070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3044,3,12 F4 03 
574,0.072 072 500,"SystemTask","Task Run","Runs for 129.000 us",576580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3047,5,04 D0 0C FE 03 
575,0.072 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",577097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3052,5,23 01 01 85 04 
576,0.072 201 500,"SystemTask","Task Block","Delayed",577612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3057,6,07 D0 0C 04 83 04 
577,0.072 319 750,"Idle","System Idle","Idle for 689.000 us",578558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3063,3,11 B2 07 
578,0.072 882 125,"SysTick","ISR Enter","Runs for 126.625 us",583057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3066,4,02 0F 93 23 
579,0.072 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",583570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3070,5,06 D0 0C 81 04 
580,0.073 008 750,"SysTick","ISR Exit","Returns to Scheduler",584070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3075,3,12 F4 03 
581,0.073 072 500,"SystemTask","Task Run","Runs for 129.000 us",584580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3078,5,04 D0 0C FE 03 
582,0.073 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",585097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3083,5,23 01 01 85 04 
583,0.073 201 500,"SystemTask","Task Block","Delayed",585612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3088,6,07 D0 0C 04 83 04 
584,0.073 319 750,"Idle","System Idle","Idle for 689.000 us",586558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3094,3,11 B2 07 
585,0.073 882 125,"SysTick","ISR Enter","Runs for 126.625 us",591057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3097,4,02 0F 93 23 
586,0.073 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",591570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3101,5,06 D0 0C 81 04 
