sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
1042,0.128 918 375,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",1031347,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,5334,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
1043,0.128 982 250,"SysTick","ISR Enter","Runs for 124.500 us",1031858,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,5351,4,02 0F FF 03 
1044,0.129 046 375,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1032371,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5355,5,06 D0 0C 81 04 
1045,0.129 106 750,"SysTick","ISR Exit","Returns to Scheduler",1032854,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5360,3,12 E3 03 
1046,0.129 170 500,"SystemTask","Task Run","Runs for 129.000 us",1033364,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5363,5,04 D0 0C FE 03 
1047,0.129 235 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1033881,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5368,5,23 01 01 85 04 
1048,0.129 299 500,"SystemTask","Task Block","Delayed",1034396,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5373,6,07 D0 0C 04 83 04 
1049,0.129 415 625,"Tarefa_T1","Task Run","Runs for 261.625 us",1035325,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,5379,5,04 98 0A A1 07 
1050,0.129 613 375,"Tarefa_T1","vTaskDelayUntil","",1036907,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,5384,4,24 00 AE 0C 
1051,0.129 677 250,"Tarefa_T1","Task Block","Delayed",1037418,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,5388,6,07 98 0A 04 FF 03 
1052,0.129 782 250,"Tarefa_T2","Task Run","Runs for 222.000 us",1038258,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,5394,5,04 B4 0B C8 06 
1053,0.129 845 875,"Tarefa_T2","vTaskDelayUntil","",1038767,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,5399,4,24 00 FD 03 
1054,0.129 891 250,"SysTick","ISR Enter","Runs for 46.125 us",1039130,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,5403,4,02 0F EB 02 
1055,0.129 937 375,"SysTick","ISR Exit","Returns to Tarefa_T2",1039499,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,5407,3,03 F1 02 
1056,0.130 004 250,"Tarefa_T2","Task Block","Delayed",1040034,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,5410,6,07 B4 0B 04 97 04 
1057,0.130 099 250,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",1040794,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,5416,5,06 D0 0C F8 05 
1058,0.130 193 250,"SystemTask","Task Run","Runs for 129.000 us",1041546,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5421,5,04 D0 0C F0 05 
1059,0.130 257 875,"SystemTask","vTaskDelay","xTicksToDelay=1",1042063,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5426,5,23 01 01 85 04 
1060,0.130 322 250,"SystemTask","Task Block","Delayed",1042578,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5431,6,07 D0 0C 04 83 04 
1061,0.130 440 500,"Idle","System Idle","Idle for 568.250 us",1043524,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5437,3,11 B2 07 
1062,0.130 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1047057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5440,4,02 0F CD 1B 
1063,0.130 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1047570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5444,5,06 D0 0C 81 04 
1064,0.131 008 750,"SysTick","ISR Exit","Returns to Scheduler",1048070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5449,3,12 F4 03 
1065,0.131 072 500,"SystemTask","Task Run","Runs for 129.000 us",1048580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5452,5,04 D0 0C FE 03 
1066,0.131 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1049097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5457,5,23 01 01 85 04 
1067,0.131 201 500,"SystemTask","Task Block","Delayed",1049612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5462,6,07 D0 0C 04 83 04 
1068,0.131 319 750,"Idle","System Idle","Idle for 689.000 us",1050558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5468,3,11 B2 07 
1069,0.131 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1055057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5471,4,02 0F 93 23 
1070,0.131 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1055570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5475,5,06 D0 0C 81 04 
1071,0.132 008 750,"SysTick","ISR Exit","Returns to Scheduler",1056070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5480,3,12 F4 03 
1072,0.132 072 500,"SystemTask","Task Run","Runs for 129.000 us",1056580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5483,5,04 D0 0C FE 03 
1073,0.132 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1057097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5488,5,23 01 01 85 04 
1074,0.132 201 500,"SystemTask","Task Block","Delayed",1057612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5493,6,07 D0 0C 04 83 04 
1075,0.132 319 750,"Idle","System Idle","Idle for 689.000 us",1058558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5499,3,11 B2 07 
1076,0.132 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1063057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5502,4,02 0F 93 23 
1077,0.132 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1063570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5506,5,06 D0 0C 81 04 
1078,0.133 008 750,"SysTick","ISR Exit","Returns to Scheduler",1064070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5511,3,12 F4 03 
1079,0.133 072 500,"SystemTask","Task Run","Runs for 129.000 us",1064580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5514,5,04 D0 0C FE 03 
1080,0.133 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1065097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5519,5,23 01 01 85 04 
1081,0.133 201 500,"SystemTask","Task Block","Delayed",1065612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5524,6,07 D0 0C 04 83 04 
1082,0.133 319 750,"Idle","System Idle","Idle for 689.000 us",1066558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5530,3,11 B2 07 
1083,0.133 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1071057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5533,4,02 0F 93 23 
1084,0.133 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1071570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5537,5,06 D0 0C 81 04 
1085,0.134 008 750,"SysTick","ISR Exit","Returns to Scheduler",1072070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5542,3,12 F4 03 
1086,0.134 072 500,"SystemTask","Task Run","Runs for 129.000 us",1072580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5545,5,04 D0 0C FE 03 
1087,0.134 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1073097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5550,5,23 01 01 85 04 
1088,0.134 201 500,"SystemTask","Task Block","Delayed",1073612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5555,6,07 D0 0C 04 83 04 
1089,0.134 319 750,"Idle","System Idle","Idle for 689.000 us",1074558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5561,3,11 B2 07 
1090,0.134 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1079057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5564,4,02 0F 93 23 
1091,0.134 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1079570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5568,5,06 D0 0C 81 04 
1092,0.135 008 750,"SysTick","ISR Exit","Returns to Scheduler",1080070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5573,3,12 F4 03 
1093,0.135 072 500,"SystemTask","Task Run","Runs for 129.000 us",1080580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5576,5,04 D0 0C FE 03 
1094,0.135 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1081097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5581,5,23 01 01 85 04 
1095,0.135 201 500,"SystemTask","Task Block","Delayed",1081612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5586,6,07 D0 0C 04 83 04 
1096,0.135 319 750,"Idle","System Idle","Idle for 689.000 us",1082558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5592,3,11 B2 07 
1097,0.135 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1087057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5595,4,02 0F 93 23 
1098,0.135 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1087570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5599,5,06 D0 0C 81 04 
1099,0.136 008 750,"SysTick","ISR Exit","Returns to Scheduler",1088070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5604,3,12 F4 03 
1100,0.136 072 500,"SystemTask","Task Run","Runs for 129.000 us",1088580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5607,5,04 D0 0C FE 03 
1101,0.136 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1089097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5612,5,23 01 01 85 04 
1102,0.136 201 500,"SystemTask","Task Block","Delayed",1089612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5617,6,07 D0 0C 04 83 04 
1103,0.136 322 875,"Idle","System Idle","Idle for 827.500 us",1090583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,5623,3,11 CB 07 
1104,0.136 882 125,"SysTick","ISR Enter","Runs for 268.250 us",1095057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5626,4,02 0F FA 22 
1105,0.136 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",1095570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5630,5,06 98 0A 81 04 
1106,0.137 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",1096148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5635,5,06 B4 0B C2 04 
1107,0.137 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1096720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5640,5,06 D0 0C BC 04 
1108,0.137 150 375,"SysTick","ISR Exit","Returns to Scheduler",1097203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5645,3,12 E3 03 
1109,0.137 214 125,"SystemTask","Task Run","Runs for 129.000 us",1097713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5648,5,04 D0 0C FE 03 
1110,0.137 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1098230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5653,5,23 01 01 85 04 
1111,0.137 343 125,"SystemTask","Task Block","Delayed",1098745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5658,6,07 D0 0C 04 83 04 
1112,0.137 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",1099667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,5664,5,04 98 0A 9A 07 
1113,0.137 648 625,"Tarefa_T1","Task Block","Reason=27",1101189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,5669,6,07 98 0A 1B F2 0B 
1114,0.137 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",1102219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,5675,5,04 B4 0B 86 08 
1115,0.137 882 125,"SysTick","ISR Enter","Runs for 124.500 us",1103057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,5680,4,02 0F C6 06 
1116,0.137 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1103570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,5684,5,06 D0 0C 81 04 
1117,0.138 006 625,"SysTick","ISR Exit","Returns to Scheduler",1104053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,5689,3,12 E3 03 
1118,0.138 070 375,"SystemTask","Task Run","Runs for 129.000 us",1104563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,5692,5,04 D0 0C FE 03 
1119,0.138 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1105080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,5697,5,23 01 01 85 04 
1120,0.138 199 375,"SystemTask","Task Block","Delayed",1105595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,5702,6,07 D0 0C 04 83 04 
1121,0.138 318 625,"Tarefa_T2","Task Run","Runs for 491.125 us",1106549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,5708,5,04 B4 0B BA 07 
1122,0.138 632 000,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",1109056,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,5713,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 CB 13 
